Latitude,Longitude,ID,Title,Description,Group,Timed ,Campus,Zone,Location,Get to Know Rutgers,Experience the Arts & Humanities,Science & Technology,All Things Green,Health and Wellness,Business and Careers,Sports and Recreation,Kids Stuff,Alumni
40.47804,-74.436908,296,NJ SNAP-ED's Nutrition Knowledge,Do you know as much about the five food groups as a kindergartener? Or how much sugar is in your favorite drink? Test your nutrition knowledge!,NJ SNAP-Education,no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.475118,-74.436024,299,Companion Animal Health Booth,Stop by for info on keeping your companion animal happy and healthy.,Animal Care Program,no,Cook/Douglass,Farm Area,Round House,Yes,no,no,Yes,no,no,no,Yes,no
40.48257,-74.4379,300,The Global Network,"Interested in global and cultural affairs, or even studying abroad? This group is for you!",The Global Network,no,Cook/Douglass,Red Oak Lane Area,,Yes,Yes,no,no,no,no,no,no,no
40.481081,-74.436268,301,Paper Cup Fish Craft,Construct and decorate a finny friend to take home as a souvenir.,G. H. Cook Biochemistry & Microbiology Club,no,Cook/Douglass,Passion Puddle Area,,Yes,no,no,no,no,no,no,Yes,no
40.482011,-74.438493,317,Instamatic Photobooth,Enjoy instant portrait photography and view the student works on display.,Rutgers Photography Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482379,-74.435958,322,Big Dig,"Search our mock archaeological dig, and learn how excavation works and how to interpret findings.",Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482398,-74.435979,324,Fossils & Human Evolution,Examine casts of important fossils. Talk with experts about what these casts might say about human evolution.,Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,Yes,Yes,Yes,no,no,no,Yes,no
40.482433,-74.436029,328,Name That Primate!,Explore the primate branch of your family tree. Match the calls of primates with their photos.,Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482417,-74.436006,330,Arrowheads and Stone Tools,Handle artifacts as old as 1.5 million years!,Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.482454,-74.436053,333,Language Diversity Challenge,Learn how our views of language can shape both connections and divides.,Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,no,no,no,no,no,no
40.48247,-74.436081,335,Find the Palm Oil,Pick the product that poses a grave threat to primates all over the world.,Department of Anthropology,no,Cook/Douglass,Loree Building Area,,Yes,no,Yes,Yes,no,no,no,no,no
40.485332,-74.438957,352,3rd Annual Let's Do Lunch with the Executive Dean,"Meet classmates, friends, faculty, students--and the dean! Enjoy barbecue, gifts, and fun.","Office of the Executive Dean, School of Environmental and Biological Sciences",no,Cook/Douglass,Passion Puddle Area,Cooper Lawn,no,no,no,no,no,no,no,no,no
40.482321,-74.438351,370,Nutritional Sciences Graduate Student Organization,Make your own granola or trail mix and play fun nutrition-education games.,Nutritional Sciences Graduate Student Organization,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.481684,-74.438827,386,Luso-American Portuguese Club,Experience the many cultures of Portuguese-speaking countries.,"Luso American Club, Portuguese Language Club",no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.481207,-74.436035,391,Dig It!,"Go ""underground"" in our soil tunnel. Learn about soil and plant diagnostic services at Rutgers. Plant giveaways, too!",Department of Plant Biology and Pathology,no,Cook/Douglass,Passion Puddle Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.477989,-74.436918,393,Slow Food Rutgers,"Taste fresh, local foods. Connect with local food sources and local foodie communities that respect healthy eating and healthy people.",Slow Food Rutgers,no,Cook/Douglass,Farm Area,,Yes,no,no,no,Yes,no,no,no,no
40.482648,-74.437997,397,RUDASA Trivia Challenge,"Test your knowledge about designing equal-access activities. Learn ""I want candy"" and other phrases in American Sign Language.",Rutgers University Differently-Abled Students & Allies,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482554,-74.435528,403,Douglass Residential College: History Detectives,Discover the history of Rutgers' residential college for women through trivia games and more.,Douglass Historical Society,no,Cook/Douglass,Loree Building Area,,Yes,no,no,no,no,no,no,no,no
40.482505,-74.436134,406,Know Your Primates!,"Learn how primates are endangered by deforestation, climate change, and other human activities.",Rutgers for Primate Conservation,no,Cook/Douglass,Loree Building Area,,Yes,no,no,Yes,no,no,no,Yes,no
40.482623,-74.437833,407,Do You Know Africa?,Choose a question on a cutout board of Africa to win a prize.,Wanawake,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.482135,-74.43838,408,Fight the Knight,Put on a pair of boxing gloves and fight the Black Knight.,Martial Arts Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482664,-74.437798,417,Focus on Fossil Fuels,"Discuss fossil fuel issues with club members, including climate change and the role of the oil and gas industry.",Rutgers Fossil Fuel Divestment,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,Yes,no,no,no,Yes,no
40.482116,-74.438609,429,Meet Delta Upsilon,"Talk with members about our volunteer work, including building schools in Jamaica.",Delta Upsilon,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.482684,-74.437995,431,Make a Rockin' Friend!,"Create a gneiss little pet rock to take home, and see what else the club has to offer.",Geology Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.482721,-74.437942,434,Queens Chorale Music Trivia,Answer trivia questions about choral and classical music and learn solfege hand signs.,Rutgers University Queens Chorale,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.4742,-74.43579,439,Meet the Mounted Patrol,"Tour the barn, admire the horses, and speak with the student members of Rutgers' mounted patrol.",Rutgers University Mounted Patrol,no,Cook/Douglass,Farm Area,Red Barn,Yes,no,no,Yes,no,no,no,no,no
40.482709,-74.437774,443,AJES Cosplay Prop Photo-Op,"Channel your favorite character with props and costumes. Yummy baked goods, too!",Anime and Japanese Environmental Society,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.481371,-74.43918,445,Skateboarding and Longboarding Lessons,"Ollie, fakie, pop shuv-it? See demonstrations by club members.",Rutgers Longboarding Club,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482829,-74.437825,451,Color Waves,"Tie-dye shirts and learn about the color spectrum, light waves, and color perception. Science and fun combined!",Alpha Omega Epsilon,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.482756,-74.43792,453,From Scrap to Seating: Landscape Upcycle,Be impressed by students' creative thinking as they reuse different materials in the landscape.,"American Society of Landscape Architecture, Rutgers Student Chapter",no,Cook/Douglass,Red Oak Lane Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.482499,-74.435498,463,Design a Rutgers Mortarboard,What year will you graduate from Rutgers? Design a graduation cap that tells the world.,"Douglass Orientation Committee, Office of First Year Experiences",no,Cook/Douglass,Loree Building Area,,Yes,no,no,no,no,no,no,no,no
40.482595,-74.438056,492,New Jersey Veterans Helpline,Learn about a 24/7 helpline for veterans and their family members.,University Behavioral Health Care,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,Yes,no,no,no,no
40.482078,-74.438431,494,Cabaret Theatre's Theater Games,Have fun with family-friendly theater games led by troupe members.,Cabaret Theatre,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,no,no
40.482262,-74.438219,497,Scarlet Cross,"Mingle with members and learn about medieval food, dance, combat, costume, and more.",Scarlet Cross Medieval Re-Enactment Society,no,Cook/Douglass,Red Oak Lane Area,,Yes,no,no,no,no,no,no,Yes,no
40.481452,-74.438308,538,(2:30 p.m.) The World's Largest Egg Toss,Anyone from 5 - 105 years of age can join in on the World's Largest Egg Toss.  Grab a partner and bring your spirit.  Do you have what it takes or will the yolk be on you?,Rutgers Recreation,yes,Cook/Douglass,Passion Puddle Area,"Passion Puddle, lawn",Yes,no,no,Yes,no,no,no,Yes,no
40.527354,-74.443134,307,(1 p.m.) Take me out to the Ball Game... Let's root for R Home Team!,"The Rutgers University Baseball Team welcomes NJ rival Seton Hall to Bainton Field. Come support your Scarlet Knights as they play their second game in the series against the Pirates.  The first pitch is at 1:00 PM.  For more information on Rutgers Baseball, please visit scarletknights.com.",Rutgers Division of Intercollegiate Athletics - Baseball,yes,Busch,Busch Student Center Area,Bainton Field - Livingston Campus,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,no
40.525564,-74.44351,309,(12 p.m.) RU Field Hockey FRENZY!,"Join the Rutgers Field Hockey team for their annual Alumni Game and FRENZY Tournament!   The Alumni game will begin at noon and we welcome everyone in attendance to stay for a post game barbecue. After the BBQ, our FRENZY Tournament, a modified field hockey tournament, will kickoff.  All are welcome to participate in this fundraising event for Rutgers Field Hockey for a fee of $10. Due to NCAA compliance regulations, high school aged participants, or prospective student-athletes, are not permitted to participate. Visit scarletknights.com for additional information, as times may change.",Rutgers Division of Intercollegiate Athletics - Field Hockey,yes,Busch,Busch Student Center Area,Bauer Complex - Livingston Campus,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,no
