Latitude,Longitude,ID,Title,Description,Group,Timed ,Campus,Zone,Location,Get to Know Rutgers,Experience the Arts & Humanities,Science & Technology,All Things Green,Health and Wellness,Business and Careers,Sports and Recreation,Kids Stuff,Alumni
40.502925,-74.451862,143,Celebration of Science for Kids,Hands-on lab experiments for kids: make DNA and other fun!,"Child Health Institute of New Jersey, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,Yes,no,Yes,no,no,Yes,no
40.500671,-74.447087,145,Rutgers Today: Your Source for University News,Learn about Rutgers' news website and sign up to get the latest headlines delivered to your inbox.,University Communications and Marketing,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,Yes,no
40.500426,-74.447691,147,Continuing Professional Development Showcase,"Learn about lifelong learning opportunities at Rutgers, for individuals and organizations.",Center for Continuing Professional Development,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,no,no
40.501283,-74.447963,149,Building Sustainable and Resilient Communities,"Learn how the Bloustein School works to build more sustainable, resilient communities and healthier lives.",Edward J. Bloustein School of Planning and Public Policy,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,Yes,no,no,no
40.500775,-74.447158,151,Religion Jeopardy!,"How much do you know about world religions, from Buddhism to Taoism?",Department of Religion,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.50281,-74.450508,153,Be-YOU-tiful,Join us for fun activities that promote healthy body image to people of all ages.  Write positive messages on our board and check out our life-sized Barbie.,Rutgers Eating Disorder Organization,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.501316,-74.44755,157,Philosophy Cafe,Engage in philosophical discussions over coffee or lemonade.,Department of Philosophy,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.498764,-74.446716,162,New Jersey's Geological Time Machine,"Travel through the natural history of our state: dinosaurs, mastodons, minerals--even a mummy!--are on the itinerary.",Rutgers Geology Museum,no,College Avenue,Old Queens Area,Geology Museum,Yes,no,Yes,no,no,no,no,Yes,no
40.499468,-74.446625,163,"New Jersey's ""Rock"" Stars","Hunt dinosaurs, rocks, and minerals to unravel the history of New Jersey.",Rutgers Geology Museum,no,College Avenue,Voorhees Mall Area,,Yes,no,Yes,no,no,no,no,Yes,no
40.502875,-74.450307,166,Arts and Crafts,Join us for arts and crafts activities: fun for kids and families.,Foundation for International Medical Relief of Children,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.50084,-74.447652,174,Expressive Arts,"Everyone is an artist! Enjoy performing, visual, and media arts.",4-H Youth Development,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502662,-74.4506,176,Make Your Own Germ,Bring out your creative side--and learn about proper hygiene!--with a germ-making craft.,New Jersey Public Health Association - Rutgers Student Chapter,no,College Avenue,Bishop House Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.500435,-74.446927,177,Create Your Own Rutgers Shield!,"Decorate a shield to represent your school, your Rutgers, courtesy of Rutgers-Camden, the university's southernmost campus!","Office of Communications, Rutgers-Camden",no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502797,-74.45033,179,Alternative Breaks,Learn how students spend their breaks helping communities in need.,Rutgers University Alternative Breaks,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502475,-74.451305,183,ALPFAbet Trivia,Select a letter to test your knowledge of business trivia.,ALPFA Association for Latino Professionals in Finance and Accounting,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,Yes,no,no,no
40.502291,-74.450831,184,Hanbok Dress-Up,Snap a photo while trying on traditional Korean outfits called hanbok.,Korean Students Association,no,College Avenue,Bishop House Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502751,-74.45025,187,Serve-O-Meter,Seal your pledge to serve the community with a handprint on our giant display cloth.,Student Volunteer Council,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.50293,-74.451833,189,So You Want to Be a Medical Student?,Meet with Rutgers medical students for mini-information sessions on medical school.,"Homeless & Indigent Population Health Outreach Project, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,Yes,no,Yes,no,no,no,no
40.501285,-74.447534,190,Language Learning through Stories,Team up with Rutgers students to make stories come to life in multiple languages.,The Conversation Tree & Rutgers Graduate School of Education Language Education Program,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502711,-74.451326,194,Rutgers Unified Sports,Learn about the group's mission to provide an environment for inclusion and acceptance of people with and without special needs through sports.,Unified Sports,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,Yes,no,no
40.499865,-74.446715,197,School of Arts and Sciences Tent of Big Ideas,Join our world-renowned faculty and stellar students as they share their research and scholarship.,School of Arts and Sciences,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.50274,-74.450399,198,Crafts with the Scribblers,Come write and draw with this community of student writers and artists.,The Scribblers,no,College Avenue,Bishop House Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502443,-74.451068,203,Political Photo Op,"Pose for a picture with your favorite (lifelike) political figure: Barack Obama, Ronald Reagan, Nelson Mandela, and others!",Department of Political Science,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.499553,-74.446322,204,I Am Art: Face Painting,"Butterflies, dinosaurs, ""R"" for Rutgers...these are a few of your colorful options.",Jane Voorhees Zimmerli Art Museum,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.499806,-74.445763,207,Art Detective Scavenger Hunt,Solve the puzzles in the museum's galleries to win prizes! Fun for the whole family.,Jane Voorhees Zimmerli Art Museum,no,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,Yes,no,no,no,no,no,Yes,no
40.499842,-74.445733,208,(12 p.m.; 1 p.m.; 2 p.m.) Gallery Discovery Tours,Get a V.I.P. look at the museum's collections as docents lead small group tours.,Jane Voorhees Zimmerli Art Museum,yes,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,no,no,no,no,no,no,no,no,no
40.502923,-74.449888,211,WRSU Presents Rutgers Radio Live!,Tour the station and enjoy music from the local Rutgers and New Brunswick music scene.,WRSU-FM,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.503255,-74.452198,213,Weightlifting Demonstration,Watch club members demonstrate Olympic lifts--our athletes range from novices to national-level competitors.,Olympic Weightlifting Club,no,College Avenue,Student Center Area,"College Avenue Gym, front lawn",Yes,no,no,no,no,no,Yes,Yes,no
40.50278,-74.450548,216,The Anthologist Literary Magazine,"Discover Rutgers' oldest literary magazine, The Anthologist.",The Anthologist,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502094,-74.450688,217,Fishing for Origami,Fish for a duck whose color corresponds to the origami craft you want to win.,Asian Student Council,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502353,-74.450754,218,Rutgers Persian Club,Preview the club's future events and learn how members contribute to Rutgers' diverse community.,Persian Cultural Club,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.500484,-74.446962,219,Sustainable Rutgers,Learn how Rutgers is helping to lead the way to a sustainable future.,Facilities and Capital Planning,no,College Avenue,Voorhees Mall Area,,Yes,no,Yes,Yes,no,no,no,no,no
40.50262,-74.450597,222,Rutgers Veg Society,Find out how the group promotes vegetarianism and veganism while providing a supportive place to discuss animal issues.,Rutgers Veg Society,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502747,-74.450572,225,Chop Sweatshops!,Come see how Rutgers students are supporting workers and fair labor practices.,Rutgers United Students Against Sweatshops,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502933,-74.450195,226,Summer Session and RU at the Shore,"Learn about our program offerings, including our latest initiative RU at the Shore, take a picture with our summer-themed wooden cut-outs, and receive a free prize.",Office of Summer and Winter Session,no,College Avenue,Bishop House Area,,Yes,Yes,Yes,no,no,Yes,no,no,no
40.50109,-74.44784,228,Telling the Story of Your Community,Hear stories from Rutgers' oral history archive and learn how to add your own.,Rutgers Oral History Archives,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.500611,-74.447049,234,Rutgers Magazine,"Appear on the cover and learn how the magazine keeps 460,000 Rutgers alumni connected.",University Communications and Marketing,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,Yes,no
40.50266,-74.451264,242,Dancing with RU Breaks,Break into breakdance culture here at Rutgers. Watch or join in.,Bboy Student Organization of Rutgers,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,Yes,no,no
40.500768,-74.447746,244,RU Secure?,Test your knowledge of information protection and security. Correct answers win a prize.,"Office of Information Technology - Information Protection and Security, RU Secure",no,College Avenue,Voorhees Mall Area,,Yes,no,Yes,no,no,no,no,no,no
40.502432,-74.451008,245,All About Armenia,"""Try on"" traditional Armenian garb and see your name in Armenian characters.",Rutgers Armenian Student Association,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.501208,-74.447475,246,(11 a.m.; 12:30 p.m.; 1:30 p.m.) Story Time Puppets,Join us in a story time session and make your own puppet or prop.,"Center for Literacy Development, Graduate School of Education",yes,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502557,-74.45054,255,Rutgers Habitat for Humanity,"Kids, hammer a nail into a wooden block or get your face painted.",Rutgers University Habitat for Humanity,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502544,-74.450479,256,Mahjong Match-Up,Test your abilities by matching as many mahjong tiles as you can!,Rutgers Cantonese Club,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.50002,-74.447549,257,Debate This!,Step right up and test your wit against Rutgers' nationally ranked debate team.,Rutgers University Debate Union,no,College Avenue,Voorhees Mall Area,"Scott Hall, room 135",Yes,Yes,no,no,no,Yes,no,no,no
40.502541,-74.450391,260,Fears vs. Dreams,Share your biggest fear or your greatest dream.,To Write Love on Her Arms,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502446,-74.451367,262,RU Salsa Team,Watch the team perform and learn how you can get salsa lessons.,Rutgers Recreation,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,Yes,no,no,no,no,Yes,no,no
40.499846,-74.44576,264,Children's Art Activity,Create your own frog sculpture and watercolor butterfly.,Jane Voorhees Zimmerli Art Museum,no,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,Yes,no,no,no,no,no,Yes,no
40.503424,-74.453099,265,Hang Tough at the Rock Wall,"Experience the vertical thrill of rock climbing on our 2,200 square feet of sculpted terrain.",Rutgers Recreation,no,College Avenue,Student Center Area,College Avenue Gym,Yes,no,no,no,Yes,no,Yes,Yes,no
40.501463,-74.447644,266,Honors College,Stop by and learn more about the new Honors College at Rutgers-New Brunswick.,Honors College-New Brunswick,no,College Avenue,Voorhees Mall Area,,Yes,Yes,Yes,no,no,Yes,no,no,no
40.50013,-74.447076,267,R Cupcake Display,Stop by to taste an R cupcake.,Dining Services,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.500745,-74.447713,272,Lifelong Learning with OLLI-RU,"Learn about our non-credit personal enrichment courses and trips for older adults, ages 50 and up.",Osher Lifelong Learning Institute at Rutgers University (OLLI-RU),no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,no,no
40.502566,-74.451115,273,Giant Jenga,Play a super-sized version of this classic game.,Real Estate Club,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,Yes,no,Yes,no
40.499586,-74.446715,274,World of Languages,"See what speech ""looks"" like and record your own voice using computer equipment.",Department of Linguistics,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.499686,-74.446769,280,Jewish Studies at Rutgers,"Learn more about our work: our courses, faculty, and academic programs and our research and outreach initiatives.",Department of Jewish Studies and The Allen and Joan Bildner Center for the Study of Jewish Life,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.502676,-74.450148,285,US Army ROTC,Learn about the program and speak with representatives.,Department of Military Science,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,Yes,no,no,no
40.499849,-74.446898,286,Healthy Families: Photo Booth and Art Show,"Create an online exhibit about healthy family relations through fun, hands-on activities.",The Collaborative Center for Community Based Research and Service,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.502917,-74.451808,288,Brain Surgery for/on Dummies,Get certified to practice neurosurgery--on jello brains. Real neurosurgeons teach you how!,"Division of Neurosurgery, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,Yes,no,Yes,no,no,Yes,no
40.500803,-74.447661,290,Rutgers Italian Club,Find out how this club promotes appreciation for the bello Italian culture.,Italian Club and Department of Italian,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.502448,-74.451328,291,Wishing Tree,It's a tradition in many cultures: make a wish and hang it on our tree.,"Omega Phi Beta Sorority, Inc.",no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,no,no
40.499786,-74.446858,293,Superhero for a Day!,Meet the SAS EOF superhero and create your own superhero mask.,School of Arts and Sciences Educational Opportunity Fund Program,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.500201,-74.446774,294,Lego Rutgers-Newark,Create the campus from building blocks while learning great stuff about Rutgers-Newark.,"Office of Communications, Rutgers-Newark",no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.499817,-74.445733,297,Make an Impression,Create art cards to take home using printmaking techniques.,Brodsky Center for Innovative Editions,no,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,no,no,no,no,no,no,Yes,no
40.500151,-74.448405,308,How Good R Your Athletic Skills?,"Let's see what you've got! Throw, run, and jump with your hosts, Rutgers student athletes.",Rutgers Division of Intercollegiate Athletics,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,Yes,no,Yes,Yes,no
40.49997,-74.446981,310,Crafts with USWO,Make bracelets and pinwheels with club members.,Undergraduate Social Work Organization,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.501147,-74.447872,325,Europe Day at Rutgers Day,"Videos, quizzes, and giveaways highlight Rutgers' involvement with the European Union.",Center for European Studies,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.502628,-74.451233,327,Temporary Tattoos with Bioethics,Get free temporary tattoos and learn what the group does.,Bioethics Society of Rutgers University,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.500937,-74.447265,336,Publishing at Rutgers University Press,"Browse award-winning books and popular regional titles in celebration of the 350th anniversary of New Jersey. Win a $30 gift certificate in raffles at 11 a.m., 1 p.m., and 2:30 p.m.",Rutgers University Press,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,no,no
40.502187,-74.450788,345,Alpha Epsilon Pi Fraternity,"Discover the amazing things the group has done in its first year on campus, including raising $10,000 for international philanthropy.",Alpha Epsilon Pi Fraternity,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.501251,-74.44751,349,Flying Colors,"N is for New, J is for Jersey, E is for Early, L is for Learning, T is for Training, A is for Academy. Come explore engaging activities for children ages 0-8 with the NJ-ELTA Team.",Center for Effective School Practices,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.502557,-74.450326,351,RU the Change?,"Share what change means to you on our display board, #RUtheChange.",Common Purposes Ambassadors,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.500539,-74.447483,353,Video Game Production Showcase,Play games made by 2015 game production students and learn about the exciting new ITI major at Rutgers.,Information Technology and Informatics,no,College Avenue,Voorhees Mall Area,,Yes,no,Yes,no,no,no,Yes,Yes,no
40.500368,-74.446904,355,Be a Junior Scientist,"Kids, explore science through fun, hands-on activities.",Cognitive Development Lab and Department of Psychology - Rutgers-Newark,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,Yes,no
40.502577,-74.450272,357,Rutgers One,Share information about the importance of quality public education,Graduate Union of Sociology Students,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.50122,-74.447923,359,AMESALL: Building a Bridge of Understanding,"Discover Middle Eastern culture while building bridges among nations: calligraphy, henna tattoos, food, song, and dance performances.","Department of African, Middle Eastern, and South Asian Languages and Literatures",no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.502464,-74.450924,365,Carnival in Haiti,Color a festive carnival mask and discover the carnival traditions of Haiti.,Haitian Association at Rutgers University,no,College Avenue,Bishop House Area,,Yes,Yes,no,no,no,no,no,Yes,no
40.499834,-74.445774,366,Caricatures: The Funny Side of Art,Your portrait for posterity--or just for fun? Sit for a caricature artist and see yourself in a whole new light!,Jane Voorhees Zimmerli Art Museum,no,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,Yes,no,no,no,no,no,Yes,no
40.49983,-74.445713,367,(11 a.m.) Rutgers Children's Choir Performances,"Enjoy musical performances by the talented children in the Scarlet Singers, Chorale Chamber Singers, and Choristers.",Mason Gross Extension Division,yes,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,Yes,no,no,no,no,no,Yes,no
40.499858,-74.445715,368,(2 p.m.) Rutgers Youth Jazz Ensemble Concert,Take in a performance by the elite high school musicians of the Rutgers Youth Jazz Ensemble.,Mason Gross Extension Division,yes,College Avenue,Voorhees Mall Area,Jane Voorhees Zimmerli Art Museum,Yes,Yes,no,no,no,no,no,Yes,no
40.50248,-74.451307,372,Latino Student Council,Visit this table to learn more about the Latino community at Rutgers.,Latino Student Council,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,no,no
40.502883,-74.451802,373,Genetics and Family Health History,Raise your awareness of the importance of family history and genetics to your health.,"Division of Clinical Genetics, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,no,no,Yes,no,no,no,no
40.502478,-74.45127,374,Face Painting with Sigma Iota Alpha,Put on a happy face! Choose from an assortment of colors and designs.,"Hermandad de Sigma Iota Alpha, Inc.",no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,Yes,no
40.50248,-74.451266,375,Face Painting with the Latin American Student Organization,Students paint the faces of children and adults.,Latin American Student Organization,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,Yes,no
40.502511,-74.45112,377,Brain Blast with KANDD,"Brain games, brain cupcakes, and more mind-blowing fun!",Knights Against Neurological Diseases and Disorders,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502535,-74.451151,383,Let's Talk Cookies,Take a picture as your favorite Girl Scout cookie. Can you name them all?,Troop RU,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502564,-74.451178,384,Take a Ride with OCSA,"Kids, drive a mini toy car in a monitored environment. Adults, spin a wheel to win prizes.",Off-Campus Students' Association,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502173,-74.450764,392,Native American Cultural Exhibit,"Appreciate Native American artistic traditions: drums, moccasins, arrowheads, and bundles of sage. Bring home a souvenir.",Native American Cultural Association,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502592,-74.451206,395,Q&A's Wishing Stars,Write your aspirations on colored paper and fold them into origami stars.,Q&A: Queer & Asian,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502869,-74.451471,399,Car Club Chaos,Watch as club members tear down and rebuild an engine block. Ask questions and get car-care tips.,Rutgers University Car Club,no,College Avenue,Bishop House Area,Stonier Parking Lot,Yes,no,no,no,no,no,no,Yes,no
40.502558,-74.4507,400,Oxfam Rutgers,Learn about our work toward ending poverty and injustice globally.,Oxfam Rutgers,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502243,-74.450839,401,Dance Booth,Pop it and lock it! Show off your dance moves.,"Sigma Lambda Beta International Fraternity, Inc.",no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,Yes,no,no
40.502484,-74.451095,404,Fundraiser for the Wounded Warriors Project,Make a donation to this charitable organization for wounded veterans. Receive an American flag as a show of thanks.,Rutgers College Republicans,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502152,-74.450747,409,Guess Who?: The Woahjabi Project Version,Find out how the Woahjabi Project utilizes visual mediums to defy stereotypes of Muslim women.,Woahjabi,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502134,-74.450728,410,What's Up With Your Education?,Get tips on college preparedness while showing your support for public eduction through arts and crafts.,Rutgers Students Unite for Public Education,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.500494,-74.447441,411,Which SC&I Career RU?,Spin the big wheel to find your career: journalism? public relations? health communication?,School of Communication and Information,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,Yes,no,no,no
40.502114,-74.450708,412,Meet Sigma Sigma Rho,Talk with members and learn more about the sorority.,"Sigma Sigma Rho Sorority, Inc.",no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502489,-74.45086,413,Temporary Tattoos with the Omegas,Members are giving out tattoos and sharing information about this multicultural sorority.,Omega Phi Chi,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.503444,-74.452397,414,Danzan Ryu Jujitsu,Check out this Hawaiian-style self-defense system that challenges both body and mind.,Kodenkan Jujitsu Club,no,College Avenue,Student Center Area,"College Avenue Gym, front lawn",Yes,no,no,no,no,no,Yes,Yes,no
40.50253,-74.450764,415,Circle K International,Meet with members and learn about the great things this service organization is doing.,Circle K International,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.503035,-74.450288,421,Discover Demarest,Tour Demarest Hall and learn about this special interest living community. Pick up some positive vibes!,Demarest Hall Government,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502454,-74.451356,422,Dunk and Pie a Lambda,It's your choice: Should the brothers get wet or get pied?,Lambda Theta Phi,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,Yes,no
40.502796,-74.451409,428,Sailing 101,Watch team members rig a Flying Scott and learn sailing basics.,Sailing Team,no,College Avenue,Bishop House Area,Stonier Parking Lot,Yes,no,no,no,no,no,Yes,Yes,no
40.500493,-74.447427,432,Giant iPhone Toss,Give it your best shot: winners get candy!,Information Technology and Informatics Council,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,Yes,no
40.502445,-74.450651,435,Red Ribbon Campaign,Help us raise HIV awareness by participating in red-ribbon crafts and activities.,Children's AIDS Network,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502077,-74.45067,436,LLEGO and Influential Queer People of Color,"A ""Did You Know?"" activity informs you about the group's mission and notable members of the larger community.","LLEGO, The LGBTQQIA People of Color Organization at Rutgers University",no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502456,-74.451324,437,Meet Chi Upsilon Sigma,Chat with members of this national Latin sorority. We're giving out lollipops!,"Chi Upsilon Sigma, National Latin Sorority, Inc.",no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,no,no
40.502491,-74.450605,440,End Hunger in Our Lifetimes,Find out how this group is helping to mobilize resources to end hunger by 2030.,FeelGood,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.502393,-74.450704,442,Scarlet Listeners,"Learn how this student-run hotline offers a helpful voice to more than 1,000 callers in an academic year.",Scarlet Listeners,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502041,-74.450638,446,Take a Fish home,Catch a goldfish and take it home with you!,Muslim Student Association,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,Yes,no
40.501122,-74.447869,447,Se Habla Español,"See, taste, and enjoy the diverse cultures of Iberia and Latin America, and learn about the importance of Spanish in New Jersey and America.",Department of Spanish & Portuguese,no,College Avenue,Voorhees Mall Area,,Yes,Yes,no,no,no,no,no,no,no
40.502462,-74.451599,448,Latino Unity Week,View an exhibit showcasing the work of Latino students.,Center for Latino Arts and Culture and Latino Student Council,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,Yes,no,no,no,no,no,Yes,no
40.502453,-74.451284,449,Pueblo Latino,"Programs for the entire family this year include Latino student organization exhibits, a music performance, and face painting and craft activities for children.",Center for Latino Arts and Culture,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,Yes,no,no,no,no,no,Yes,no
40.499907,-74.446937,450,Meet Rutgers Future Scholars!,Chat with staff and students and learn what they do on all three Rutgers campuses.,Rutgers Future Scholars,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,no,no
40.500375,-74.446887,455,Dreams for Tomorrow: Charity and Public Service,See others' and share your own charitable experiences through digital and social media platforms.,School of Public Affairs and Administration,no,College Avenue,Voorhees Mall Area,,Yes,no,no,no,no,no,no,no,no
40.502689,-74.451298,456,Rutgers Parent and Family Advice Photo Booth,"Rutgers Parents and Families: Past, Present & Future! Stop by our photo booth to share your advice for Rutgers parents & learn about Parent and Family Programs at RU!",Rutgers Parent and Family Programs & Rutgers Parent and Family Philanthropy,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,no,no,no,no
40.502902,-74.451801,464,Keep It Healthy,"Music, movement, and hula hoops! Learn how asthma and obesity contribute to poor health and how you can fight back.","Department of Pediatrics, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.50289,-74.451786,466,How's Your Hand Washing?,Wash your hands and see the results under a black light. Learn how good hand hygiene protects against infectious diseases.,"Department of Pediatrics, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,Yes,no,no,no,Yes,no,no,Yes,no
40.502883,-74.451772,467,Department of Communications & Public Affairs,Distribution of printed material offered by department,"Department of Communications & Public Affairs, Robert Wood Johnson Medical School",no,College Avenue,Student Center Area,,no,no,no,no,no,no,no,no,no
40.502458,-74.45126,469,Wish upon a Ballon,Tuck your wish inside a balloon and blow it up. Watch as we add it to our display.,"Lambda Theta Alpha Latin Sorority, Inc. - Epsilon Chapter",no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,Yes,no
40.502434,-74.451381,470,Meet Lambda Sigma Upsilon,"More than a fraternity, we are an evolution of a revolution!",Lambda Sigma Upsilon Latino Fraternity Inc.,no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,no,no
40.502426,-74.451341,471,Meet the Rutgers Señoritas,"Decorate your own bookmark in honor of this Latina sorority's philanthropy, literacy.","Señoritas Latinas Unidas, Sigma Lambda Upsilon Sorority, Inc.",no,College Avenue,Student Center Area,Center for Latino Arts and Culture,Yes,no,no,no,no,no,no,no,no
40.502224,-74.450822,472,Business Suit Photo Booth,"Dress for success, then check out your photo on the group's Facebook page.",Delta Sigma Pi,no,College Avenue,Bishop House Area,,Yes,no,no,no,no,Yes,no,no,no
